locus_chr	locus_start	locus_end	locus_width	locus_name	locus_ngene	locus_pheno	gene_locusdist_kbp	gene_name	gene_type	gene_tss	gene_end
01	156242184	156736960	494.776	rs1171563	20	HR	193.356	GLMP	protein_coding	156293381	156295689
01	156242184	156736960	494.776	rs1171563	20	HR	203.802	TMEM79	protein_coding	156282935	156293185
01	156242184	156736960	494.776	rs1171563	20	HR	218.846	CRABP2	protein_coding	156705583	156705816
01	156242184	156736960	494.776	rs1171563	20	HR	237.513	SMG5	protein_coding	156249224	156282825
01	156242184	156736960	494.776	rs1171563	20	HR	238.681	PAQR6	protein_coding	156248056	156248117
01	156242184	156736960	494.776	rs1171563	20	HR	239.13	ISG20L2	protein_coding	156725867	156728766
01	156242184	156736960	494.776	rs1171563	20	HR	241.705	METTL25B	protein_coding	156728442	156736960
01	156242184	156736960	494.776	rs1171563	20	HR	244.553	BGLAP	protein_coding	156242184	156243317
18	22414867	23026488	611.621	rs117159291	2	HR	134.694	CTAGE1	protein_coding	22414867	22417915
18	22414867	23026488	611.621	rs117159291	2	HR	248.7	RBBP8	protein_coding	22798261	23026488
07	35506177	35697459	191.282	rs11763856	1	PR	188.958	HERPUD2	protein_coding	35695135	35697459
08	97644184	98093610	449.426	rs11779860	5	QT	30.738	MATN2	protein_coding	97868840	98036724
08	97644184	98093610	449.426	rs11779860	5	QT	63.045	LAPTM4B	protein_coding	97775057	97853013
08	97644184	98093610	449.426	rs11779860	5	QT	193.918	MTDH	protein_coding	97644184	97730260
08	97644184	98093610	449.426	rs11779860	5	QT	207.446	RPL30	protein_coding	98045548	98046469
08	97644184	98093610	449.426	rs11779860	5	QT	226.466	ERICH5	protein_coding	98064568	98093610
14	71303768	71741229	437.461	rs11848785+rs12880291+rs17767398	1	PR+QRS	16.681	SIPA1L1	protein_coding	71320449	71741229
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR+JT+QT	11.664	CCDC58	protein_coding	122359591	122383231
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR+JT+QT	12.906	FAM162A	protein_coding	122384161	122412334
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR+JT+QT	40.338	CSTA	protein_coding	122325248	122341969
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR+JT+QT	40.591	WDR5B	protein_coding	122411846	122416062
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR+JT+QT	101.242	CASR	protein_coding	122183668	122291629
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR+JT+QT	143.684	KPNA1	protein_coding	122514939	122514945
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR	193.045	PARP9	protein_coding	122564300	122564577
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR	193.083	DTX3L	protein_coding	122564338	122575203
03	122055362	122639047	583.685	rs11920570+rs1801725	10	HR	206.373	PARP15	protein_coding	122577628	122639047
03	122055362	122639047	583.685	rs11920570+rs1801725	10	JT+QT	229.548	CD86	protein_coding	122055362	122121139
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	0.638	SH2D1B	protein_coding	162412136	162412138
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QRS+QT	5.674	NOS1AP	protein_coding	162069774	162370475
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	24.495	SPATA46	protein_coding	162373203	162376854
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QRS+QT	27.288	OLFML2B	protein_coding	161983947	162023869
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	30.133	C1orf226	protein_coding	162378841	162386812
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	85.753	UHMK1	protein_coding	162497251	162529631
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	150.224	UAP1	protein_coding	162561722	162601240
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	219.875	DDR2	protein_coding	162631373	162787405
01	161766298	162787405	1021.107	rs12036340+rs12143842+rs164133+rs16857031+rs17457880+rs17460657+rs347272+rs3934467+rs4656345+rs4657172+rs6669543+rs7545047	9	QT	244.937	ATF6	protein_coding	161766298	161977574
01	115641991	116070054	428.063	rs12039739+rs4074536	4	QRS	50.636	NHLH2	protein_coding	115841126	115843917
01	115641991	116070054	428.063	rs12039739+rs4074536	4	QRS	68.325	CASQ2	protein_coding	115700021	115768714
01	115641991	116070054	428.063	rs12039739+rs4074536	4	QRS	126.355	VANGL1	protein_coding	115641991	115698224
01	115641991	116070054	428.063	rs12039739+rs4074536	4	QRS	186.023	SLC22A15	protein_coding	115976513	116070054
01	109076007	109548406	472.399	rs12127701	15	PR	0.711	MYBPHL	protein_coding	109296353	109307011
01	109076007	109548406	472.399	rs12127701	15	PR	12.527	PSRC1	protein_coding	109283115	109283186
01	109076007	109548406	472.399	rs12127701	15	PR	46.103	CELSR2	protein_coding	109249539	109275751
01	109076007	109548406	472.399	rs12127701	15	PR	81.724	SARS1	protein_coding	109213918	109238182
01	109076007	109548406	472.399	rs12127701	15	PR	97.715	SORT1	protein_coding	109393357	109397918
01	109076007	109548406	472.399	rs12127701	15	PR	103.4	PSMA5	protein_coding	109399042	109426448
01	109076007	109548406	472.399	rs12127701	15	PR	170.904	SYPL2	protein_coding	109466546	109482134
01	109076007	109548406	472.399	rs12127701	15	PR	181.963	ELAPOR1	protein_coding	109113679	109206781
01	109076007	109548406	472.399	rs12127701	15	PR	182.895	CFAP276	protein_coding	109112747	109113857
01	109076007	109548406	472.399	rs12127701	15	PR	187.837	ATXN7L2	protein_coding	109483479	109492804
01	109076007	109548406	472.399	rs12127701	15	PR	198.41	CYB561D1	protein_coding	109494052	109502932
01	109076007	109548406	472.399	rs12127701	15	PR	204.878	TMEM167B	protein_coding	109090764	109096934
01	109076007	109548406	472.399	rs12127701	15	PR	214.085	AMIGO1	protein_coding	109509727	109509738
01	109076007	109548406	472.399	rs12127701	15	PR	219.635	TAF13	protein_coding	109076007	109076012
01	109076007	109548406	472.399	rs12127701	15	PR	244.23	GPR61	protein_coding	109539872	109548406
01	172353471	172611833	258.362	rs12132562	3	JT	61.855	PIGC	protein_coding	172415326	172444086
01	172353471	172611833	258.362	rs12132562	3	JT	67.214	C1orf105	protein_coding	172420685	172468831
01	172353471	172611833	258.362	rs12132562	3	JT	178.878	SUCO	protein_coding	172532349	172611833
10	103763117	104029233	266.116	rs12257568	3	PR	92.459	SH3PXD2A	protein_coding	103855576	103855584
10	103763117	104029233	266.116	rs12257568	3	PR	114.452	STN1	protein_coding	103877569	103918184
10	103763117	104029233	266.116	rs12257568	3	PR	204.023	SLK	protein_coding	103967140	104029233
10	95561378	95877266	315.888	rs12359272	4	PR	0.535	ALDH18A1	protein_coding	95605941	95656711
10	95561378	95877266	315.888	rs12359272	4	PR	44.028	SORBS1	protein_coding	95561378	95561414
10	95561378	95877266	315.888	rs12359272	4	PR	88.546	TCTN3	protein_coding	95693952	95694143
10	95561378	95877266	315.888	rs12359272	4	PR	106.373	ENTPD1	protein_coding	95711779	95877266
11	62536107	62921807	385.7	rs12364753	31	HR	3.441	UBXN1	protein_coding	62679055	62679117
11	62536107	62921807	385.7	rs12364753	31	HR	5.341	UQCC3	protein_coding	62670273	62673686
11	62536107	62921807	385.7	rs12364753	31	HR	10.305	CSKMT	protein_coding	62665309	62668496
11	62536107	62921807	385.7	rs12364753	31	HR	10.433	C11orf98	protein_coding	62665181	62665210
11	62536107	62921807	385.7	rs12364753	31	HR	10.792	LRRN4CL	protein_coding	62686406	62689530
11	62536107	62921807	385.7	rs12364753	31	HR	12.797	LBHD1	protein_coding	62662817	62672267
11	62536107	62921807	385.7	rs12364753	31	HR	14.661	HNRNPUL2-BSCL2	protein_coding	62690275	62727384
11	62536107	62921807	385.7	rs12364753	31	HR	19.923	BSCL2	protein_coding	62695537	62709845
11	62536107	62921807	385.7	rs12364753	31	HR	28.766	INTS5	protein_coding	62646848	62653302
11	62536107	62921807	385.7	rs12364753	31	HR	29.012	GANAB	protein_coding	62646602	62646726
11	62536107	62921807	385.7	rs12364753	31	HR	32.062	GNG3	protein_coding	62707676	62709201
11	62536107	62921807	385.7	rs12364753	31	HR	37.016	HNRNPUL2	protein_coding	62712630	62727457
11	62536107	62921807	385.7	rs12364753	31	HR	52.455	TTC9C	protein_coding	62728069	62740293
11	62536107	62921807	385.7	rs12364753	31	HR	53.628	B3GAT3	protein_coding	62621986	62622154
11	62536107	62921807	385.7	rs12364753	31	HR	63.892	ROM1	protein_coding	62611722	62615116
11	62536107	62921807	385.7	rs12364753	31	HR	71.876	EML3	protein_coding	62603738	62612775
11	62536107	62921807	385.7	rs12364753	31	HR	76.485	ZBTB3	protein_coding	62752099	62754184
11	62536107	62921807	385.7	rs12364753	31	HR	82.4	MTA2	protein_coding	62593214	62601865
11	62536107	62921807	385.7	rs12364753	31	HR	85.951	POLR2G	protein_coding	62761565	62766710
11	62536107	62921807	385.7	rs12364753	31	HR	95.743	TAF6L	protein_coding	62771357	62787342
11	62536107	62921807	385.7	rs12364753	31	HR	100.569	TUT1	protein_coding	62575045	62591637
11	62536107	62921807	385.7	rs12364753	31	HR	101.723	EEF1G	protein_coding	62573891	62574086
11	62536107	62921807	385.7	rs12364753	31	HR	111.788	TMEM179B	protein_coding	62787402	62790400
11	62536107	62921807	385.7	rs12364753	31	HR	116.129	TMEM223	protein_coding	62791743	62792006
11	62536107	62921807	385.7	rs12364753	31	HR	129.856	NXF1	protein_coding	62805470	62806302
11	62536107	62921807	385.7	rs12364753	31	HR	131.246	STX5	protein_coding	62806860	62832051
11	62536107	62921807	385.7	rs12364753	31	HR	139.507	AHNAK	protein_coding	62536107	62556235
11	62536107	62921807	385.7	rs12364753	31	HR	156.705	TEX54	protein_coding	62832319	62832803
11	62536107	62921807	385.7	rs12364753	31	HR	157.453	WDR74	protein_coding	62833067	62841809
11	62536107	62921807	385.7	rs12364753	31	HR	180.39	SLC3A2	protein_coding	62856004	62888880
11	62536107	62921807	385.7	rs12364753	31	HR	245.749	CHRM1	protein_coding	62921363	62921807
13	99200774	99909459	708.685	rs12430683	5	JT	18.581	TM9SF2	protein_coding	99446311	99564048
13	99200774	99909459	708.685	rs12430683	5	JT	133.191	GPR183	protein_coding	99294539	99307399
13	99200774	99909459	708.685	rs12430683	5	JT	169.351	GPR18	protein_coding	99258379	99261744
13	99200774	99909459	708.685	rs12430683	5	JT	178.939	CLYBL	protein_coding	99606669	99909459
13	99200774	99909459	708.685	rs12430683	5	JT	226.956	UBAC2	protein_coding	99200774	99386504
16	11576902	11851580	274.678	rs12444261+rs12930096+rs7198919+rs735951	5	QRS+QT	8.116	LITAF	protein_coding	11586919	11636381
16	11576902	11851580	274.678	rs12444261+rs12930096+rs7198919+rs735951	5	QRS+QT	27.669	SNN	protein_coding	11668455	11679152
16	11576902	11851580	274.678	rs12444261+rs12930096+rs7198919+rs735951	5	QRS+QT	38.297	TXNDC11	protein_coding	11679083	11742857
16	11576902	11851580	274.678	rs12444261+rs12930096+rs7198919+rs735951	5	QRS+QT	141.766	ZC3H7A	protein_coding	11782552	11797258
16	11576902	11851580	274.678	rs12444261+rs12930096+rs7198919+rs735951	5	QT	210.756	RSL1D1	protein_coding	11851542	11851580
02	191678068	191847088	169.02	rs12468579	2	JT	2.046	CAVIN2	protein_coding	191834310	191847088
02	191678068	191847088	169.02	rs12468579	2	JT	154.196	NABP1	protein_coding	191678068	191741097
04	23882111	23949395	67.284	rs12501032	1	HR	67.284	PPARGC1A	protein_coding	23882111	23904089
11	44726465	45235110	508.645	rs12576326	3	HR	7.543	TP53I11	protein_coding	44951289	44951306
11	44726465	45235110	508.645	rs12576326	3	HR	136.974	PRDM11	protein_coding	45095806	45235110
11	44726465	45235110	508.645	rs12576326	3	HR	232.367	TSPAN18	protein_coding	44726465	44932423
12	81759350	81825597	66.247	rs12579753	1	HR	66.247	PPFIA2	protein_coding	81759350	81759553
02	27258583	27695366	436.783	rs1260326	21	HR	11.234	GCKR	protein_coding	27496839	27523684
02	27258583	27695366	436.783	rs1260326	21	HR	16.19	FNDC4	protein_coding	27491883	27495200
02	27258583	27695366	436.783	rs1260326	21	HR	29.313	C2orf16	protein_coding	27537386	27582720
02	27258583	27695366	436.783	rs1260326	21	HR	53.986	IFT172	protein_coding	27454087	27489805
02	27258583	27695366	436.783	rs1260326	21	HR	65.707	KRTCAP3	protein_coding	27442366	27446481
02	27258583	27695366	436.783	rs1260326	21	HR	74.896	ZNF512	protein_coding	27582969	27623217
02	27258583	27695366	436.783	rs1260326	21	HR	80.283	NRBP1	protein_coding	27427790	27442259
02	27258583	27695366	436.783	rs1260326	21	HR	98.518	PPM1G	protein_coding	27409555	27409591
02	27258583	27695366	436.783	rs1260326	21	HR	117.565	CCDC121	protein_coding	27625638	27629012
02	27258583	27695366	436.783	rs1260326	21	HR	120.174	GPN1	protein_coding	27628247	27651511
02	27258583	27695366	436.783	rs1260326	21	HR	127.629	ZNF513	protein_coding	27380444	27380790
02	27258583	27695366	436.783	rs1260326	21	HR	137.577	SNX17	protein_coding	27370496	27377535
02	27258583	27695366	436.783	rs1260326	21	HR	143.721	EIF2B4	protein_coding	27364352	27370338
02	27258583	27695366	436.783	rs1260326	21	HR	151.581	GTF3C2	protein_coding	27356492	27356999
02	27258583	27695366	436.783	rs1260326	21	HR	155.353	SLC4A1AP	protein_coding	27663426	27695366
02	27258583	27695366	436.783	rs1260326	21	HR	155.541	SUPT7L	protein_coding	27663614	27663840
02	27258583	27695366	436.783	rs1260326	21	HR	195.62	MPV17	protein_coding	27312453	27325680
02	27258583	27695366	436.783	rs1260326	21	HR	200.673	UCN	protein_coding	27307400	27308445
02	27258583	27695366	436.783	rs1260326	21	HR	225.644	TRIM54	protein_coding	27282429	27307439
02	27258583	27695366	436.783	rs1260326	21	HR	232.64	DNAJC5G	protein_coding	27275433	27281499
02	27258583	27695366	436.783	rs1260326	21	HR	249.49	SLC30A3	protein_coding	27258583	27275817
06	30571393	31035402	464.009	rs1264353	19	QRS	56.436	DDR1	protein_coding	30876421	30900156
06	30571393	31035402	464.009	rs1264353	19	QRS	75.438	IER3	protein_coding	30744547	30744548
06	30571393	31035402	464.009	rs1264353	19	QRS	79.132	FLOT1	protein_coding	30740853	30742732
06	30571393	31035402	464.009	rs1264353	19	QRS	88.222	GTF2H4	protein_coding	30908207	30914106
06	30571393	31035402	464.009	rs1264353	19	QRS	94.22	VARS2	protein_coding	30914205	30926459
06	30571393	31035402	464.009	rs1264353	19	QRS	102.55	TUBB	protein_coding	30717435	30725538
06	30571393	31035402	464.009	rs1264353	19	QRS	102.704	MDC1	protein_coding	30717281	30717447
06	30571393	31035402	464.009	rs1264353	19	QRS	112.124	SFTA2	protein_coding	30932109	30955636
06	30571393	31035402	464.009	rs1264353	19	QRS	114.538	MUCL3	protein_coding	30934523	30954221
06	30571393	31035402	464.009	rs1264353	19	QRS	129.632	NRM	protein_coding	30690353	30691420
06	30571393	31035402	464.009	rs1264353	19	QRS	135.241	PPP1R18	protein_coding	30684744	30687895
06	30571393	31035402	464.009	rs1264353	19	QRS	158.002	DHX16	protein_coding	30661983	30673006
06	30571393	31035402	464.009	rs1264353	19	QRS	163.733	MUC21	protein_coding	30983718	30989903
06	30571393	31035402	464.009	rs1264353	19	QRS	172.946	C6orf136	protein_coding	30647039	30653210
06	30571393	31035402	464.009	rs1264353	19	QRS	190.489	MUC22	protein_coding	31010474	31035402
06	30571393	31035402	464.009	rs1264353	19	QRS	193.143	ATAT1	protein_coding	30626842	30646823
06	30571393	31035402	464.009	rs1264353	19	QRS	202.145	MRPS18B	protein_coding	30617840	30626395
06	30571393	31035402	464.009	rs1264353	19	QRS	202.742	PPP1R10	protein_coding	30617243	30618612
06	30571393	31035402	464.009	rs1264353	19	QRS	248.592	ABCF1	protein_coding	30571393	30597179
08	105503826	106752694	1248.868	rs12678719	1	PR	766.318	OXR1	protein_coding	106270144	106752694
02	59779570	60554467	774.897	rs12713404	1	HR	670.95	BCL11A	protein_coding	60450520	60554467
19	44699151	45305284	606.133	rs12721051	20	HR	4.656	APOC1	protein_coding	44914247	44919349
19	44699151	45305284	606.133	rs12721051	20	HR	13.112	APOE	protein_coding	44905791	44909393
19	44699151	45305284	606.133	rs12721051	20	HR	23.334	APOC4	protein_coding	44942237	44945496
19	44699151	45305284	606.133	rs12721051	20	HR	23.335	APOC4-APOC2	protein_coding	44942238	44949565
19	44699151	45305284	606.133	rs12721051	20	HR	27.132	APOC2	protein_coding	44946035	44949565
19	44699151	45305284	606.133	rs12721051	20	HR	28.334	TOMM40	protein_coding	44890569	44903689
19	44699151	45305284	606.133	rs12721051	20	HR	35.682	CLPTM1	protein_coding	44954585	44993341
19	44699151	45305284	606.133	rs12721051	20	HR	72.728	NECTIN2	protein_coding	44846175	44889223
19	44699151	45305284	606.133	rs12721051	20	HR	82.561	RELB	protein_coding	45001464	45038198
19	44699151	45305284	606.133	rs12721051	20	HR	109.8	BCAM	protein_coding	44809103	44821421
19	44699151	45305284	606.133	rs12721051	20	HR	120.142	CLASRP	protein_coding	45039045	45070956
19	44699151	45305284	606.133	rs12721051	20	HR	141.034	CBLC	protein_coding	44777869	44800652
19	44699151	45305284	606.133	rs12721051	20	HR	152.597	ZNF296	protein_coding	45071500	45076478
19	44699151	45305284	606.133	rs12721051	20	HR	160.292	GEMIN7	protein_coding	45079195	45091518
19	44699151	45305284	606.133	rs12721051	20	HR	160.385	MARK4	protein_coding	45079288	45305284
19	44699151	45305284	606.133	rs12721051	20	HR	171.198	BCL3	protein_coding	44747705	44760044
19	44699151	45305284	606.133	rs12721051	20	HR	172.493	PPP1R37	protein_coding	45091396	45148077
19	44699151	45305284	606.133	rs12721051	20	HR	219.752	CEACAM16	protein_coding	44699151	44710718
19	44699151	45305284	606.133	rs12721051	20	HR	230.841	NKPD1	protein_coding	45149744	45160982
19	44699151	45305284	606.133	rs12721051	20	HR	244.025	TRAPPC6A	protein_coding	45162928	45178237
10	75431624	76560168	1128.544	rs12764182	1	QRS	699.864	LRMDA	protein_coding	75431624	76560168
14	20891385	21351301	459.916	rs12889267	15	HR	4.334	ARHGEF40	protein_coding	21070273	21090248
14	20891385	21351301	459.916	rs12889267	15	HR	16.785	RNASE8	protein_coding	21057822	21058455
14	20891385	21351301	459.916	rs12889267	15	HR	24.048	ZNF219	protein_coding	21098655	21104722
14	20891385	21351301	459.916	rs12889267	15	HR	24.204	TMEM253	protein_coding	21098811	21103724
14	20891385	21351301	459.916	rs12889267	15	HR	32.291	RNASE7	protein_coding	21042316	21044234
14	20891385	21351301	459.916	rs12889267	15	HR	41.789	RNASE13	protein_coding	21032818	21034807
14	20891385	21351301	459.916	rs12889267	15	HR	48.831	NDRG2	protein_coding	21025776	21070872
14	20891385	21351301	459.916	rs12889267	15	HR	50.498	TPPP2	protein_coding	21024109	21036276
14	20891385	21351301	459.916	rs12889267	15	HR	73.763	OR5AU1	protein_coding	21148370	21159060
14	20891385	21351301	459.916	rs12889267	15	HR	75.352	SLC39A2	protein_coding	20999255	21001871
14	20891385	21351301	459.916	rs12889267	15	HR	84.627	METTL17	protein_coding	20989980	20997035
14	20891385	21351301	459.916	rs12889267	15	HR	119.12	RNASE2	protein_coding	20955487	20956436
14	20891385	21351301	459.916	rs12889267	15	HR	134.529	HNRNPC	protein_coding	21209136	21269494
14	20891385	21351301	459.916	rs12889267	15	HR	183.222	RNASE3	protein_coding	20891385	20892348
14	20891385	21351301	459.916	rs12889267	15	HR	205.476	RPGRIP1	protein_coding	21280083	21351301
17	17681458	18068405	386.947	rs12941356	6	HR	0.552	SREBF1	protein_coding	17813769	17837002
17	17681458	18068405	386.947	rs12941356	6	HR	131.759	RAI1	protein_coding	17681458	17811453
17	17681458	18068405	386.947	rs12941356	6	HR	159.193	TOM1L2	protein_coding	17972410	17972422
17	17681458	18068405	386.947	rs12941356	6	HR	159.596	DRC3	protein_coding	17972813	18016889
17	17681458	18068405	386.947	rs12941356	6	HR	225.951	ATPAF2	protein_coding	18039168	18039209
17	17681458	18068405	386.947	rs12941356	6	HR	226.191	GID4	protein_coding	18039408	18068405
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	36.896	SRL	protein_coding	4242075	4242080
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	53.619	TFAP4	protein_coding	4258798	4273075
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	98.587	CREBBP	protein_coding	3725054	3880713
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	109.582	GLIS2	protein_coding	4314761	4339597
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	146.086	PAM16	protein_coding	4351265	4355607
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	161.651	TRAP1	protein_coding	3661990	3717553
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	165.359	ADCY9	protein_coding	3989000	4116442
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	166.669	VASN	protein_coding	4371848	4383538
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	211.408	CORO7-PAM16	protein_coding	4416587	4420494
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	211.417	CORO7	protein_coding	4416596	4425705
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	211.913	DNASE1	protein_coding	3611728	3680143
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	220.626	DNAJA3	protein_coding	4425805	4456775
16	3581181	4456775	875.594	rs1296720+rs7195486	13	QT	242.46	SLX4	protein_coding	3581181	3611606
02	40126137	40611053	484.916	rs12997023+rs6544311	1	QT	73.773	SLC8A1	protein_coding	40452069	40611053
02	231198546	231594276	395.73	rs13002735	5	HR	8.463	B3GNT7	protein_coding	231395710	231401164
02	231198546	231594276	395.73	rs13002735	5	HR	60.311	NCL	protein_coding	231464484	231483641
02	231198546	231594276	395.73	rs13002735	5	HR	119.014	NMUR1	protein_coding	231523187	231530445
02	231198546	231594276	395.73	rs13002735	5	HR	188.691	TEX44	protein_coding	231592864	231594276
02	231198546	231594276	395.73	rs13002735	5	HR	205.627	ARMC9	protein_coding	231198546	231376848
02	163518692	163736012	217.32	rs13018106	1	PR	74.704	FIGN	protein_coding	163593396	163736012
03	73400965	73624941	223.976	rs13087058	1	PR	101.112	PDZRN3	protein_coding	73400965	73624941
05	154445997	154817605	371.608	rs13165478+rs13185595	3	QRS	14.508	HAND1	protein_coding	154474972	154478227
05	154445997	154817605	371.608	rs13165478+rs13185595	3	QRS	43.483	SAP30L	protein_coding	154445997	154461053
05	154445997	154817605	371.608	rs13165478+rs13185595	3	QRS	190.376	LARP1	protein_coding	154682986	154817605
05	30888476	31329146	440.67	rs13165531	1	HR	305.274	CDH6	protein_coding	31193750	31329146
06	27247701	27473118	225.417	rs13195040	4	QRS	4.598	ZNF184	protein_coding	27450743	27473118
06	27247701	27473118	225.417	rs13195040	4	QRS	71.53	ZNF391	protein_coding	27374615	27403908
06	27247701	27473118	225.417	rs13195040	4	QRS	134.833	POM121L2	protein_coding	27311312	27312273
06	27247701	27473118	225.417	rs13195040	4	QRS	198.444	PRSS16	protein_coding	27247701	27256624
06	121237062	121846992	609.93	rs1320761+rs3792943	2	HR	1.771	GJA1	protein_coding	121435595	121449727
06	121237062	121846992	609.93	rs1320761+rs3792943	2	HR	200.304	TBC1D32	protein_coding	121237062	121334745
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR+QRS	5.846	PPIL1	protein_coding	36858635	36874803
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR+QRS	19.081	C6orf89	protein_coding	36871870	36928964
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR+QRS	20.858	CDKN1A	protein_coding	36676460	36687337
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR+QRS	42.224	RAB44	protein_coding	36697826	36733184
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	QRS	60.77	SRSF3	protein_coding	36594353	36605600
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR+QRS	95.408	CPNE5	protein_coding	36757381	36839444
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR	95.474	PI16	protein_coding	36948263	36964837
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR	119.235	MTCH1	protein_coding	36972024	36986298
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	HR	152.857	FGD2	protein_coding	37005646	37029069
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	QRS	161.231	STK38	protein_coding	36493892	36547479
06	36443000	37029069	586.069	rs1321311+rs236349+rs9470361	11	QRS	212.123	KCTD20	protein_coding	36443000	36491143
03	69739456	69968336	228.88	rs13314892	1	QRS	6.445	MITF	protein_coding	69739456	69968336
04	20182314	20620561	438.247	rs1344852	1	QRS	70.946	SLIT2	protein_coding	20253260	20620561
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	4.719	PM20D1	protein_coding	205828025	205850132
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	14.665	NUCKS1	protein_coding	205712822	205750182
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	19.546	SLC41A1	protein_coding	205813198	205813748
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	40.499	RAB29	protein_coding	205767986	205775482
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	64.819	SLC45A3	protein_coding	205662668	205680509
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	95.594	ELK4	protein_coding	205631893	205632011
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	103.078	SLC26A9	protein_coding	205935822	205943460
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	158.602	MFSD4A	protein_coding	205568885	205602918
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	170.651	RAB7B	protein_coding	206003395	206003461
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	175.791	CTSE	protein_coding	206008535	206023909
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	220.429	RHEX	protein_coding	206053173	206102449
01	205504596	206102449	597.853	rs1361754+rs1775154	12	QT	222.891	CDK18	protein_coding	205504596	205532793
07	35202430	35267372	64.942	rs1362212+rs1419856+rs58437978	1	HR+QRS	16.235	TBX20	protein_coding	35202430	35254100
11	19993730	20160475	166.745	rs1372797	1	PR	162.425	DBX1	protein_coding	20156155	20160475
07	131110096	131496632	386.536	rs138186803+rs2129561	1	HR+PR	168.916	MKLN1	protein_coding	131110096	131496632
05	118909006	119249138	340.132	rs1388107+rs7726558	2	JT	75.622	DTWD2	protein_coding	118988220	118988547
05	118909006	119249138	340.132	rs1388107+rs7726558	2	JT	125.174	DMXL1	protein_coding	119037772	119249138
18	41955234	42087830	132.596	rs1397988	1	JT	67.568	PIK3C3	protein_coding	41955234	42087830
